,,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,text1,text2,text3,text4,text5,text6,text7,text8,text9,text10,text11,text12,text13,text14,text15,text16,text17,text18,text19,text20,text21,text22,text23,text24,text25,text26,text27,text28,text29,text30,text31,text32,text33,text34,text35,text36,text37,text38,text39,text40,text41,text42,text43,text44,text45,text46,text47,text48,text49,text50,text51,text52,text53,text54,text55,text56,text57,text58,text59,text60,text61,text62,text63,text64,text65,text66,text67,text68,text69,text70,text71,text72,text73,text74,text75,text76,text77,text78,text79,text80,text81,text82,text83,text84,text85,text86,text87,text88,text89,text90,text91,text92,text93,text94,text95,text96,text97,text98,text99,text100,text101,text102,text103,text104,text105,text106,text107,text108,text109,text110,text111,text112,text113,text114
2690,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",angiedetroya,363,TRUE,FALSE,NA,NA,RT,@MyElectionHQ:,Do,you,believe,Brett,Kavanaugh,or,Christine,Blasey,Ford?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,,FALSE,0,AmyMK,28/9/2018 3:39,FALSE,1.04552E+18,1.04552E+18,22527235,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",AmyMK,0,FALSE,FALSE,NA,NA,Jesuits,decided,#Kavanaugh,is,a,problem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",54Patriot,5,TRUE,FALSE,NA,NA,RT,@fubaglady:,WATCH:,@TedCruz,exposes,@SenFeinstein,during,#Kavanaugh,hearing,today,https://t.co/tNcDaS1QMB,Hey,@SenWhitehouse...we,need<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MrsAmy47,4,TRUE,FALSE,NA,NA,RT,@donnasfineart:,I,left,#Kavanaugh,end,of,his,#LiarLiar,BULLSHIT,it,was,a,complete,travesty<U+203C><U+FE0F>Either,way..as,#Survivors,&amp,#MeToo,will,come<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WWG1WGA____,0,FALSE,FALSE,NA,NA,When,#Kavanaugh,said,his,10,year,old,daughter,suggested,they,pray,for,the,lady..,<U+0001F625>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Garage_Floor,1,TRUE,FALSE,NA,NA,RT,@joboomr44:,Was,#Kavanaugh,drunk,at,the,hearing?,The,more,I,think,about,the,more,I,think,he,may,have,been.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",AntarianRani,35,TRUE,FALSE,NA,NA,RT,@kdog222:,@SRuhle,@MSNBC,That,is,so,bizarre,and,troubling.,Staff,is,covering,for,#Kavanaugh,on,Wikipedia?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",MichelleBlount9,32,TRUE,FALSE,NA,NA,RT,@millymoll171:,JUST,A,REMINDER,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",CountingStars2,10,TRUE,FALSE,NA,NA,RT,@TheSharpEdge1:,New,#QAnon,2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,,FALSE,0,NA,28/9/2018 3:39,TRUE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Season_Quinn_,0,FALSE,FALSE,NA,NA,#Feminists,say,that,they're,strong,and,men,are,weak,all,while,playing,the,victim.,Yet,they're,all,talking,about<U+2026>,https://t.co/nIiSMuXP82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",apartmentlady,93,TRUE,FALSE,NA,NA,RT,@K1erry:,I,will,never,forget,what,the,Democrats,did,to,Justice,#Kavanaugh,and,his,family!,Look,at,their,faces!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",saintcats,145,TRUE,FALSE,NA,NA,RT,@1IronMan2018:,#ThursdayThoughts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Silc_nj,42,TRUE,FALSE,NA,NA,RT,@thejimjams:,Corcept,Therapeutics,manufacturers,and,markets,the,abortion,pill,ru486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MarshaC23581038,203,TRUE,FALSE,NA,NA,RT,@edhenry:,New,from,Mark,Judge,#kavanaugh,https://t.co/kt5x0t90X8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mishelle3579,149,TRUE,FALSE,NA,NA,RT,@dighvergentmind:,We've,heard,both,sides,folks.,Who,do,you,believe?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JoanneSzafrani1,416,TRUE,FALSE,NA,NA,RT,@realTRUMPERLAND:,#KavanaughHearings,#Kavanagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",X5MSport15,195,TRUE,FALSE,NA,NA,RT,@ScottPresler:,Let,it,be,so.,<U+0001F64F>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2kibber13,195,TRUE,FALSE,NA,NA,RT,@ScottPresler:,Let,it,be,so.,<U+0001F64F>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JerryOD,25,TRUE,FALSE,NA,NA,RT,@USMCLiberal:,I,want,Republicans,to,consider,a,future,event,that,is,so,guaranteed,to,happen,it,could,already,be,written,in,the,history<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",PauseNet,25,TRUE,FALSE,NA,NA,RT,@USMCLiberal:,I,want,Republicans,to,consider,a,future,event,that,is,so,guaranteed,to,happen,it,could,already,be,written,in,the,history<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,,FALSE,0,NA,28/9/2018 3:39,TRUE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pamela56439527,0,FALSE,FALSE,NA,NA,Hey,@Alyssa_Milano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",headkynfok,372,TRUE,FALSE,NA,NA,RT,@GovInslee:,Today<U+2019>s,#Kavanaugh,hearings,are,likely,to,trigger,survivors,of,sexual,violence.,If,you,or,anyone,you,know,is,struggling,you<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",TrumanDem,464,TRUE,FALSE,NA,NA,RT,@RonBrownstein:,Even,if,Senate,GOP,unifies,2,confirm,#Kavanaugh,John,Roberts,faces,the,reality,that,every,5-Apr,GOP-Justice,decision,will<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Evertonius,14,TRUE,FALSE,NA,NA,RT,@TheSharpEdge1:,TIME,TO,PUT,FEIN-CHINA,IN,THE,BOX.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Samfree,43,TRUE,FALSE,NA,NA,RT,@VABVOX:,Why,did,#Kavanaugh,lie,about,having,watched,Ford's,testimony?,It,obviously,helped,him,decide,how,to,go,after,Ford,as,a,tragic<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",paulagetsit,13,TRUE,FALSE,NA,NA,RT,@safeagain1:,from,@NicholsUprising,1,of,my,fav,writers,I,follow,-,Here's,his,take,on,#kavanaugh,<U+25B6><U+FE0F>https://t.co/WYT4H1yUVu,#IBelieveChris<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",CathLeet,203,TRUE,FALSE,NA,NA,RT,@edhenry:,New,from,Mark,Judge,#kavanaugh,https://t.co/kt5x0t90X8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",soniathered2002,23,TRUE,FALSE,NA,NA,RT,@GayRepublicSwag:,Watch,my,new,video,on,the,#KavanaughHearings.,Gloat,with,me,about,the,demise,of,the,Democrats,evil,witch,hunt,of,the,g<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,,FALSE,0,NA,28/9/2018 3:39,TRUE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mybiznotyours,0,FALSE,FALSE,NA,NA,Mr.,#Kavanaugh,revealed,just,how,ugly,of,a,human,being,he,can,be,today.,#KavanaughHearings,I,will,never,respect,a<U+2026>,https://t.co/iVy2zy9zOl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",C36220977,29,TRUE,FALSE,NA,NA,RT,@Str8DonLemon:,@townhallcom,Leave,nothing,to,chance!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RichVoorhees,2581,TRUE,FALSE,NA,NA,RT,@howardfineman:,The,flawed,#Kavanaugh,hearing,worked,in,one,sense.,It,showed,him,as,he,really,is:,a,hot-tempered,ferociously,ambitious<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bonbonpinkypup1,6682,TRUE,FALSE,NA,NA,RT,@RealRonHaines:,Fox,News,Poll:,Record,number,of,voters,oppose,Kavanaugh,nomination.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Parker_Talks,141,TRUE,FALSE,NA,NA,RT,@waltb31:,.@SenatorCollins,@lisamurkowski,@JeffFlake,@JoeManchinWV,Ok,you,four.,It,comes,down,to,this.,If,you,vote,for,#Kavanaugh,you,a<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tksuting,1359,TRUE,FALSE,NA,NA,RT,@larryelder:,Why,don't,democrats,just,come,out,and,say,it?,There,is,a,war,on,"privileged,",white,conservative,males,who,democrats,beli<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",glofin613,2551,TRUE,FALSE,NA,NA,RT,@MARINE_99ZULU:,Mrs.,#Kavanaugh,fighting,to,keep,her,bearing,and,not,completely,lose,it!,https://t.co/WkylOUfxtP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nykundi,5,TRUE,FALSE,NA,NA,RT,@ColumbiaLaw:,Prof.,Kimberl<U+00E9>,Crenshaw,via,@HuffPost:,#Kavanaugh,Is,Forcing,The,Legal,World,To,Finally,Face,Its,Weinstein,Moment.,https:/<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Frodo60,681,TRUE,FALSE,NA,NA,RT,@mitchellreports:,#Kavanaugh,opened,the,door,to,an,FBI,investigation,in,his,opening,statement,when,he,said,this:,<U+201C>When,this,allegation,f<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",whereisjustice0,1323,TRUE,FALSE,NA,NA,RT,@mikandynothem:,<U+0001F4A5>BAM<U+0001F4A5>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BrendaADuarte1,2581,TRUE,FALSE,NA,NA,RT,@howardfineman:,The,flawed,#Kavanaugh,hearing,worked,in,one,sense.,It,showed,him,as,he,really,is:,a,hot-tempered,ferociously,ambitious<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,,FALSE,0,NA,28/9/2018 3:39,TRUE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Orionarmstar,0,FALSE,FALSE,NA,NA,Me:,That's,it,can,we,nuke,them,from,orbit?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,,FALSE,0,NA,28/9/2018 3:39,TRUE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",marymaggiemuggs,0,FALSE,FALSE,NA,NA,The,American,people,WILL,hold,these,senators,to,account,in,November,if,they,confirm,#Kavanaugh,.<U+2026>,https://t.co/sfRAEtWk15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Linda_WCovfefe,281,TRUE,FALSE,NA,NA,RT,@MightyBusterBro:,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,,FALSE,0,NA,28/9/2018 3:39,TRUE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",themalkproject,0,FALSE,FALSE,NA,NA,#Kavanaugh's,performance,has,been,so,bad,that,even,a,corrupt,behemoth,soul-destroying,bank,wouldn't,employ,him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DominoRoe,4,TRUE,FALSE,NA,NA,RT,@Jane88329:,#kavanaugh,I,am,sad,for,the,loss,of,decorum,civility,and,that,all,three,branches,of,government,will,soon,be,crassly,partisa<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MARKGOR26,127,TRUE,FALSE,NA,NA,RT,@mikepolkjr:,Judge,#Kavanaugh,has,never,known,anything,but,privilege.,He,makes,over,200K,a,year.,He,paid,91K,to,join,a,country,club.,His<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",567DK,0,FALSE,FALSE,NA,NA,#Kavanaugh<U+2019>s.,defensiveness,of,his,drinking,habits,is,exactly,the,type,of,defensiveness,seen,in,alcoholics.,.@realDonaldTrump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CaptainEvans10,4854,TRUE,FALSE,NA,NA,RT,@JohnKasich:,My,statement,on,Judge,#Kavanaugh's,nomination,to,the,U.S.,Supreme,Court:,https://t.co/zw53NY9yeL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TFortyFive,1018,TRUE,FALSE,NA,NA,RT,@PoliticalShort:,If,you're,going,to,make,an,allegation,there,needs,to,be,corroboration.,You're,not,guilty,because,somebody,makes,an,accu<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,,FALSE,0,NA,28/9/2018 3:39,FALSE,NA,1.04552E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FedFlyr,1,TRUE,FALSE,NA,NA,RT,@FedFlyr:,The,#Republicans,ruined,#Kavanaugh,and,his,family,by,exposing,his,past.,The,#WH,is,systematically,destroying,the,institutions<U+2026>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
